item_id,translator,back_en,seconds,n_chunks,retry,len_ratio
US-00217,gpt-oss:120b,"A 31-year-old woman was brought to the doctor because of increasing restlessness over the past 2 weeks. He reported that he constantly walked around the room and could not sit still for more than 10 minutes at a time. During this time, he has experienced multiple episodes of anxiety that are accompanied by chest tightness and shortness of breath. He was diagnosed with a psychotic illness 2 months ago. Her current medications include haloperidol and a multivitamin. He looks excited. Life signs are within normal limits. No abnormalities are seen on physical examination. The examination was interrupted several times when he became restless and began to walk around the room. To reduce the likelihood that the patient will develop current symptoms, he or she should have been prescribed a medication with which of the following mechanisms of action instead of the current medication?
A. H2 receptor antagonism
B. NMDA receptor antagonism
C. Gaba receptor antagonism
D. 5-HT2A receptor antagonism
E. Alpha 2 receptor antagonism
F. D1 receptor antagonism",1.09,10,0,1.033
US-00218,gpt-oss:120b,"Please see the summary above to answer this question. An 8-year-old boy has been brought by his mother to a clinic for low-income residents to perform well-baby tests. Although her children are offered free afterschool programming in elementary school, she is not interested in participating. Both the boy's maternal and paternal grandparents suffered from major depressive disorder. The mother is curious about the benefits of afterschool programming and asks the doctor for his opinion. Based on the research results, which of the following statements best answers the mother's question? ""High-quality afterschool programming improves long-term aging mental health in early childhood. Background High-quality afterschool programming among children has been found to help increase standardized test scores, dropout rates, and college enrollment rates. The APPLE (Afterschool Programming for Psychiatric Long-Term Endpoints) study aims to examine the impact of such programs on long-term aging mental health. Design, Setting, and Participants Socioeconomically disadvantaged 5-10 year-old children were recruited for the study. Participants with a history of intellectual / developmental disabilities or existing mental illnesses are excluded. Eligible families were identified through screening by government social service agencies in Milwaukee, Wisconsin, and of all eligible families who received invitations to participate in free afterschool enrichment programs for their children, 320 children were enrolled. The socioeconomic characteristics of the study participants were found to be similar to those of the study population. 160 children were randomly assigned to the free afterschool enrichment program and 160 children were placed on a waiting list (control); parents of 12 children declined participation after being randomly assigned to the control group. A total of 83 children participated in the 20-year follow-up of the study, of which 62 were in the treatment group and 21 in the control group. Interference The first three years of the intervention's inclusion were free afterschool programming. The program ran for three hours daily, five days a week, including one hour of creative problem-based math / lesson instruction and two hours of music, art, and sports team activities. Children in the control group were placed on a waiting list for intervention. The main results and measurements The 20-year follow-up assessment collected data on the incidence of common DSM 5-certified mental health conditions and confirmed by chart review. The results Table - Association of major depressive disorder, ADHD, bipolar disorder, and psychotic disorder in a 20-year follow-up of participants receiving afterschool enrichment in childhood. * Adjusted for income and family history of mental illness. Major depressive disorder. Attention deficit hyperactivity disorder. Bipolar disorder (I or II) without psychosis. Any psychotic disorder. Risk ratio (95 percent CI) p-value. Risk ratio (95 percent CI) p-value. Risk ratio (95 percent CI) p-value. Risk ratio (95 percent CI) p-value Control 1.0 [Reference] - 1.0 [Reference] - 1.0 [Reference] - 1.0 [Reference] - Afterschool enrichment 0.69 (0.59-0.87) < 0.001 | 0.80 (0.74-0.92) 0.02. 0.64 (0.59-1.35) 0.34. 0.84 (0.51-1.23) 0.22 Conclusion This study highlights the potential role of high-quality afterschool programming in early childhood in improving long-term aging mental health. Funding source: Wisconsin Children's Mental Health Foundation, National Early Childhood Education Coalition
A. High-quality afterschool programming has a greater effect on reducing ADHD risk than reducing major depression risk in adulthood.
B. The patient's family history of mental illness prevents any conclusions from the study.
C. High-quality afterschool programming will reduce this patient's risk of developing ADHD.
D. High-quality afterschool programming for low-income 8-year-olds may be associated with a reduced risk of bipolar disorder in adulthood.
E. High-quality afterschool programming will reduce this patient's risk of developing major depression.
F. High-quality afterschool programming should be free for low-income children to improve their mental health in adulthood.
G. High-quality afterschool programming has a greater effect on reducing the risk of psychotic disorders than does bipolar disorder in adulthood.
H. High-quality afterschool programming for low-income 8-year-olds may be associated with reduced ADHD risk in adulthood.",3.78,33,0,0.991
US-00219,gpt-oss:120b,"A 56-year-old woman has been brought to the emergency department by her husband because she has been experiencing slurred speech and left facial drooping for the past 30 minutes. During this time, there has also been a loss of feeling on the left side of his face. He had never experienced anything like this before. He has high blood pressure, hypercholesterolemia, and type 2 diabetes. His father died of lung cancer a week ago. The patient smoked a pack of cigarettes every day for 30 years. He drinks a glass of wine every day. His current medications include metformin, sitagliptin, enalapril, and atorvastatin. He is 168 cm (5 ft 6 in) tall and weighs 86 kg (190 lb); his BMI is 30.50 kg / m2. He is aware of directions in time, space, and person. He has a temperature of 37 ° C (98.7 ° F), a pulse of 97 per minute, and a blood pressure of 140/90 mmHg. On examination, it is seen hanging on the left side of the face. His speech was clear. On examination, muscle strength was shown to be full. The deep tendon reflex is 2 + on both sides. The finger-nose test and its speed are normal. Cardiopulmonary examination shows carotid bruises on the right side. A complete blood count and serum creatinine, glucose, and electrolyte concentrations are within the reference range. Left ventricular hypertrophy is seen on ECG. Non-contrast CT scans of the brain show no abnormalities. On the way back from the CT scan, the symptoms he presented resolved. Which of the following is the most likely diagnosis?
A. Conversion disorder
B. partial epilepsy
C. Embolic stroke
D. Bell Palsy
E. Transient ischemic attack
F. Multiple sclerosis",1.96,22,0,1.079
US-00220,gpt-oss:120b,"A previously healthy 19-year-old female patient came to the doctor with vaginal discharge that had been present for 3 days. He described the discharge as yellow and mucopurulent, with a foul odor. She also noticed vaginal bleeding after the sexual act. He had no itching or burning sensation. Her last period was two weeks ago. She is sexually active with a male partner and they use condoms infrequently. A rapid urine hCG test was negative. It has a temperature of 37.3 ° C (99.1 ° F), a pulse of 88 / min, and a blood pressure of 108/62 mmHg. A pelvic exam reveals a fragile cervix. The speculum test does not show anything abnormal. No abnormalities were observed on the wet mount. Which of the following is the most appropriate diagnostic test?
A. Tzanck smear
B. Village Stein of the Cervical Schwab
C. Colposcopy
D. Pap smear
E. Nucleic acid amplification test",1.55,12,0,1.055
US-00221,gpt-oss:120b,"The 20-year-old primigravid woman came to the doctor for her first pregnancy visit in October. She delayed the visit because she wanted a ""natural birth,"" but agreed to a checkup after experiencing more fatigue than usual recently. He's feeling good. Menarche is 12 years old and menstruation occurs at regular 28-day intervals and lasts 3 - 7 days. The patient immigrated from Mexico 2 years ago. His vaccination records are not available. Pelvic examination showed the uterus to be consistent with a 28-week gestational size. The laboratory results show: Hemoglobin 12.4 grams per deciliter Leukocyte count 8,000 / cubic millimeter Blood group B negative Serum Glucose 88 milligrams per deciliter Creatinine 1. 1 mg per deciliter TSH 3.8 microunits per milliliter Rapid plasma regain negative HIV antibody negative Hepatitis B surface antigen negative Urine analysis shows no abnormalities. Urine culture is negative. Chlamydia and gonorrhea tests are also negative. Pap smears are normal. Which of the following vaccines is best suited to be administered at this time?
A. Influenza and Hepatitis B
B. Tdap and influenza
C. TDAP and MMR
D. Varicella and Tdap
E. Haemophilus influenza B and HPV
F. TDAP and HPV
G. Varicella and influenza
H. Hepatitis B and MMR
I. MMR, Haemophilus influenza B, and Varicella
J. Influenza only
K. Varicella and Hepatitis B
L. Haemophilus influenzae b and influenza",2.13,23,0,1.069
US-00222,gpt-oss:120b,"A trauma is called a ""huddle."" Morphine is given for pain. Low flow oxygen is introduced. Fractures of the traumatic diaphragm are suspected. A 0.9% saline infusion is started. Which of the following would be the best next step in management?
A. The barium study
B. Chest fluoroscopy
C. City of the thorax, abdomen, and abdomen
D. ICU admission and observation
E. Emergency surgery
F. Video-assisted thoracoscopic surgery (VATS)
G. MRI of the thorax and abdomen",0.78,6,0,1.034
US-00223,gpt-oss:120b,"A 16-year-old girl was brought to the doctor for 3 months for recurrent episodes of shortness of breath, aproductive cough, and chest tightness. These episodes occur especially when playing sports and resolve spontaneously with rest. He looks healthy. His pulse is 63 beats per minute, respiratory rate is 15 beats per minute, and blood pressure is 102/70 mmHg. Pulse oximetry in room air shows an oxygen saturation of 98%. No abnormalities are seen on physical examination. Chest X-rays do not show any abnormalities. Spirometry shows a FEV1: FVC ratio of 85 percent and 85 percent of predicted FEV1. Which of the following would be the best next step in management?
A. CT scan of the breast
B. Albuterol before exercise
C. Prednisone therapy
D. Physical conditioning
E. Genetic testing
F. Echocardiography",1.01,9,0,1.039
US-00224,gpt-oss:120b,"A 28-year-old woman comes to the doctor and has a history of bright red blood in her stool for the past 3 days. He defecates once a day. He has no fever, no pain in the stool, and no abdominal pain. Treated for urinary tract infection with levofloxacin about 3 months ago. Menstruation regularly occurs every 28 to 30 days and lasts 3 to 4 days. His father died of colon cancer four years ago. Her only medication is an iron supplement. He is 162 cm (5 ft 4 in) tall and weighs 101.2 kg (223 lb); BMI is 38.30 kg / m2. Her temperature is 36.5 ° C (97.7 ° F), pulse is 89 per minute, and blood pressure is 130/80 mmHg. The rectal exam shows the anal skin tag. Anoscopy shows multiple large blue veins above the dentate line, which are at the 7 and 11 o'clock positions. A lump prolapses when exhaled through a closed nostril but decreases on its own when inhaled normally. Which of the following would be the best next management step?
A. Injection sclerotherapy
B. Rubber band ligation
C. Ducoset therapy
D. Topical diltiazem
E. Propranolol therapy
F. Infrared coagulation
G. Hemorrhoidectomy",1.19,13,0,0.996
US-00225,gpt-oss:120b,"A 25-year-old male patient came to the doctor with diarrhea, flatulence, nausea, and vomiting for the past 3 days. She describes her stool as soft, foamy, and greasy. He denied that blood was seen in the stool. The patient went on a hiking trip last week and drank fresh water from the fountain. 3 months ago, she was on a 2-week vacation in Brazil with her family, where she tried many traditional dishes. During that time, he experienced watery diarrhea and abdominal cramping for 3 days while traveling there. He has no history of serious illness. He is not taking any medication. The patient is dehydrated. He has a temperature of 37 ° C (98.6 ° F), a blood pressure 100/60 mmHg, a pulse of 80 / min, and a respiratory rate of 12 / min. The test shows dry oral membranes and a broad abdominal sensitivity. Cysts can be seen on fecal microscopy. Which of the following would be the most appropriate next step in management?
A. ciprofloxacin therapy
B. octreotide therapy
C. Metronidazole therapy
D. Trimethoprim-sulfamethoxazole therapy
E. Vancomycin therapy
F. Assisted therapy only",1.49,13,0,1.048
US-00226,gpt-oss:120b,"A 65-year-old male has been brought to the emergency department with a one-week history of increased shortness of breath. These symptoms occur when she climbs the stairs to her apartment on the third floor and when she goes to bed. He has gained 2.3 kg (5 lb) in the last five days. He has a history of hypertension, hyperlipidemia, alcoholic steatosis, and osteoarthritis. He underwent surgery for a ventricular septal defect when he was four months old. A week ago, he started taking ibuprofen for his osteoarthritis and simvastatin for hyperlipidemia. After work, he drinks 2 to 3 beers daily. His temperature was 37.0 ° C (98.6 ° F), pulse 114 / min, and blood pressure 130/90 mmHg. Physical examination reveals swelling of the jugular vein and 2 + pitting edema in the lower leg. An additional, late-diastolic heart sound is heard in cardiac auscultation. Crackles can be heard at the base of the lungs on both sides. Echocardiography shows concentric hypertrophy of the left ventricle. Which of the following is the most likely underlying cause of this patient's condition?
A. Alcoholic Cardiomyocardiopathy
B. Pericardial effusion
C. Recent use of simvastatin
D. arterial hypertension
E. Inversion of the flow of the ventricular shunt",1.2,13,0,1.036
US-00227,gpt-oss:120b,"The 3400-gram (7-pound 8-ounce) female newborn has been delivered at full gestation to a 28-year-old first-born female. The Apgar scores are 7 and 8 at 1 and 5 minutes respectively. Life signs are within normal limits. Examination reveals swelling in the upper and lower limbs on both sides and in the lower ear. The hairline of the back is low and the thorax is broad. There are folds of skin from the side of the throat to the shoulders. Grade 2 / 6 systolic ejection murmurs and systolic clicks can be heard at the top. Which of the following is the most likely cause of swelling in this patient?
A. Sodium in kidney retention
B. Dysfunction of the lymphatic system
C. Inhibition of protein synthesis
D. Protein loss in the urine
E. Impairment of left ventricular function
F. Increased capillary permeability",1.03,8,0,1.076
US-00228,gpt-oss:120b,"A 63-year-old woman was brought to the emergency department 1 hour later from the onset of weakness in the right side. He was eating breakfast when he suddenly couldn't lift his spoon. She called her husband but his words fell on deaf ears. For the past 4 months, he was more anxious than usual and was experiencing fatigue. He used to exercise regularly but had to give up his exercise routine 3 months ago due to mild dizziness and shortness of breath from physical exertion. He has a history of high blood pressure. He is a tax accountant and the workload has increased recently. He took daily lisinopril and, if necessary, alprazolam. He has a temperature of 37.2 ° C (99.0 ° F), a pulse of 138 per minute, a respiratory rate of 14 per minute, and a blood pressure 146/86 mmHg. His lungs are clear to hear the sound of breathing on both sides and the intensity of his S1 is variable. On neurological examination, he has 2 / 5 strength in right facial flexion and right shoulder, elbow, wrist, and finger. The sensation is reduced to the right face and arm. Which of the following will most likely show up in the next assessment?
A. Irregular - irregular rhythm without a P wave on the ECG
B. Yellow brain-vein fluid in lumbar puncture
C. Signs of contrast enhancement in periventricular lesions on brain MRI
D. Carotid compression on the left side on duplex ultrasound
E. Crescent-shaped high-density lesions on the head CT
F. Ring-shaped contrast augmented lesions on brain MRI
G. High density inside the parenchyma in the head city
H. Biconvex-shaped high-density lesions in the head CT
I. Spike and sharp waves in the temporal region in EEG",1.67,13,0,1.1
US-00229,gpt-oss:120b,"10 days after the motor vehicle collision, a 28-year-old male developed jaundiced skin. Initially presenting for his injuries, the patient underwent emergency laparotomy, in which significant internal bleeding in the spleen is revealed by abdominal thrusts. He required rapid transfusions of a total of 7 units of packed red blood cells. He recovered well from the procedure until this morning, when he began to develop jaundiced skin and sclera. He has no fever. He has not had any previous surgery and does not take any other medications. He is sexually active with a female partner. Before the accident, he drank 4 beers a day. His vital signs are within normal limits. Abdominal exams are limited due to pain. There is no palpable abdominal lump. There are midline surgical scars that have no redness, purulence, or drainage. He has healing rubs on the upper left side of his face and purple spots on his front belly. CT scans show hematomas that are resolving in the peritoneal cavity. Laboratory studies have shown that: Hemoglobin 9.7 g / dl Hematocrit 30% White blood cell count 7,000 / cubic millimeter Platelet count 135,000 / cubic millimeter Serum Total bilirubin 3.9 mg / dl Indirect bilirubin 3.7 mg / deciliter Direct bilirubin 0.2 mg / dl Aspartate aminotransferase (AST) 60 units / litre Alanine aminotransferase (ALT) 92 units / litre Which of the following is the most likely cause of jaundice in this patient?
A. Gallbladder obstruction
B. Liver cell injury
C. Increased production of bilirubin
D. Endocrine cholestasis
E. Inhibition of addition of bilirubin
F. Decreased liver absorption of unsaturated bilirubin",2.1,26,0,1.038
US-00230,gpt-oss:120b,"A 14-year-old girl has been brought in by the doctor because of a one-week history of fever, discomfort, and chest pain. He describes the pain as six out of ten in intensity, and it becomes more severe with deep breathing. The pain is located in the center of the chest and does not spread. Three weeks ago, he had a sore throat that went away without any treatment. He has no personal history of any serious illness. He looks sick. Its temperature is 38.7 ° C (101.7 ° F). Examination shows several subcutaneous nodules on both elbows and wrists. The sound of breathing is normal. A soft early systolic murmur is heard highest at the top in the lateral position on the left side. Abdominal examination is not uncommon. Laboratory tests have shown that: Hemoglobin 12.6 g / dl White blood cell count 12,300 / cubic millimeter Platelet count 230,000 / cubic millimeter Erythrocyte sedimentation rate of 40 mm / h 327 units / ml of serum antistreptolysin and tetra (normal < 200 units / ml) He was treated with aspirin and penicillin, and his symptoms resolved. Echocardiography of the heart after 14 days shows no abnormalities. Which of the following is the most appropriate next step in management?
A. Intramuscular benzathine penicillin every 4 weeks for up to 10 years
B. Low-dose prednisone therapy for one month
C. Oral penicillin V before dentistry
D. Intramuscular benzathine penicillin every 4 weeks until age 40
E. Intramuscular benzathine penicillin every 4 weeks until age 21
F. Intramuscular benzathine penicillin every 4 weeks for up to 5 years",2.63,20,0,1.061
US-00231,gpt-oss:120b,"An 80-year-old male is brought to the emergency department from the nursing home because he has a history of cough, fever, and shortness of breath that has been increasing over the past 2-days. He has type 2 diabetes mellitus, high blood pressure, and dementia. Current medications include insulin, enalapril, and donepezil. On arrival, he suffers from breathlessness and is disoriented towards time, place, and person. He has a temperature of 38.1 ° C (100.6 ° F), a pulse of 113 / min, a respiratory rate of 35 / min, and a blood pressure of 78/60 mmHg. Pulse oximetry in room air shows oxygen saturation at 77%. Auditory examination shows extensive crackling in the right lung area. An S4 is heard on cardiac examination. Intravenous fluid resuscitation is initiated. He was intubated, mechanically ventilated and shifted to the ICU. Chest X-rays show right upper and middle lobe infiltrates and an enlarged cardiac silhouette. A norepinephrine infusion is started. The patient is given intravenous cefotaxime and a dose of levofloxacin. Despite appropriate therapy, he died the next day. Which of the following will most likely be found in the Gram stain test on this patient's mucosa?
A. Gram-negative coccobacilli
B. No results
C. Gram-positive clustered cocci
D. Gram-positive diplococci
E. Gram-negative rod
F. Gram-positive branched bacteria",1.48,15,0,1.048
US-00232,gpt-oss:120b,"A 72-year-old man has been brought to the doctor by his wife for forgetfulness, confusion, and mood swings over the past 4 months. His symptoms began with losing items around the house, such as his wallet and keys. 2 months ago, he was unable to manage his finances because it had become too difficult for him. Last week, he lost his way on his way home from the grocery store. His wife reported that he was ""not showing any emotion"" and that he was not concerned about recent symptoms. He has high blood pressure, type 2 diabetes, and coronary artery disease. Current medications include aspirin, metoprolol, lisinopril, metformin, and rosuvastatin. His pulse is 56 / min and blood pressure is 158/76 mmHg. Neurological examinations show a loss of sensation in the right leg and unsteady walking. When he is asked to stand with his eyes closed and palms facing upwards, his right arm turns inwards. An MRI of the brain shows multiple deep white matter lesions. Which of the following is the most likely diagnosis?
A. Vascular dementia
B. frontotemporal dementia
C. Alzheimer's disease
D. Major depressive disorder
E. Lewy body dementia
F. Hypothyroidism
G. Vitamin B12 deficiency",1.08,12,0,1.008
US-00233,gpt-oss:120b,"One day after having a left carotid endarterectomy, a 63-year-old man developed a severe headache. He described it as 10 out of 9 in intensity. He has nausea. He had 80 percent stenosis of the left carotid artery and received heparin before surgery. He has a history of two transient ischemic attacks (TIA), which occurred 2 and 4 months ago. He has high blood pressure, type 2 diabetes, and hypercholesterolemia. He smoked a pack of cigarettes every day for 40 years. Drink 1 to 2 beers on the weekends. Current medications include lisinopril, metformin, sitagliptin, and aspirin. Its temperature is 37.3 ° C (99.1 ° F), pulse 111 / min, and blood pressure 180/110 mmHg. He is confused and only directed towards the person. Experiments show the pupillae react slowly to light. There is a swing on the right side face. Reduced muscle strength in the right upper and lower limbs. Deep tendon reflex 3 + on the right side. Surgical resection of the left neck shows no redness or discharge. Heart tests do not show any abnormalities. A complete blood count and serum creatinine, electrolyte, and glucose concentrations are within the reference range. A CT scan of the head is shown. Which of the following is the strongest predisposing factor for this patient's condition?
A. The degree of carotid stenosis
B. Aspirin therapy
C. Surgical-Time Heparin
D. High blood pressure
E. Smoking",1.71,20,0,1.015
US-00234,gpt-oss:120b,"A 65-year-old male is coming to the emergency department because the mood has changed for a day. He has been experiencing headaches, severe nausea, vomiting, and diarrhea for two days. He has a history of high blood pressure, insomnia, and bipolar disorder. Her medications include lisinopril, fluoxetine, atorvastatin, lithium, olanzapine, and alprazolam. He has a temperature of 37.2 ° C (99.0 ° F), a pulse of 90 / min, a respiratory rate of 22 / min, and a blood pressure 102/68 mmHg. He is sleepy and confused. The skin of his face is dry. Neurological examination reveals dysarthria, loss of muscle strength throughout the body, and thick tremors in both hands. There are no abnormalities in the rest of the test. In addition to intravenous hydration and electrolyte supplementation, which of the following would be the next best step in management?
A. Intestinal wash
B. Oral cyproheptadine
C. Hemodialysis
D. intravenous diazepam
E. Intravenous dantrolene",1.35,10,0,1.044
US-00235,gpt-oss:120b,"A 62-year-old male with low back pain and tingling and numbness in his legs came to the doctor for evaluation over the past 6 months. The pain extends to his hips and legs on both sides, and increases in intensity when standing or walking down a slope. Two weeks ago, he was diagnosed with an upper respiratory tract infection that had healed spontaneously. He has high blood pressure and high cholesterol. Her son has ankylosing spondylitis. The patient does not smoke. He drinks 2-3 beers on the weekends. Current medications include enalapril and atorvastatin. He is 180 cm (5 ft 11 in) tall and weighs 90 kg (198 lb); his BMI is 27.8 kg / m2. Her temperature is 37 ° C (98.6 ° F), pulse is 70 per minute, and blood pressure is 135/85 mmHg. No tenderness or pain can be seen when touching the lumbar spine. The feeling of pinprick and light touch in the lower limbs is reduced. The patient's gait is unsteady and the leg extension is wide. Muscle strength is normal. The deep tendon reflex is 1 + on both sides. The Babinski sign is missing on both sides. Further evaluation will likely reveal which of the following?
A. Positive HLA-B27
B. Increased hemoglobin A1c
C. Positive straight leg raise
D. Albumin-cytologic isolation in CSF analysis
E. The pain decreases when leaning forward.
F. Reduced Ankle-brachial index",1.58,17,0,1.045
US-00236,gpt-oss:120b,"The 45-year-old woman came to the emergency department with right upper abdominal pain and vomiting, which had been steadily increasing for eight hours before she ate a large meal. He has experienced such intermittent pain before, but never for so long. He has a history of high blood pressure and type 2 diabetes. He does not smoke or drink alcohol. Current medications include metformin and enalapril. Its temperature is 38.5 ° C (101.3 ° F), pulse 90 / min, and blood pressure 130/80 mmHg. The stomach is soft and the bowel sounds normal. The patient suddenly stops breathing when touching the right upper quadrant. Laboratory tests have shown a leukocyte count of 13,000 / m3. The levels of serum alkaline phosphatase, total bilirubin, amylase, and aspartate aminotransferase are within the reference range. Which of the following results is the imaging likely to show?
A. Wide common biliary tract with an extension of the endocrine bile duct
B. Pancreatic enlargement and peri-pancreatic fluid
C. Gas in the gallbladder wall
D. Fistula formation in the gallbladder and intestines
E. Gallstones in the cystic duct
F. Decreased liver echogenicity",1.42,11,0,0.985
US-00237,gpt-oss:120b,"The 36-year-old male came to the emergency department to be evaluated for recurrent bloody diarrhea for 4 weeks. During this period, he has experienced occasional abdominal pain. His symptoms have worsened over the past 2 days and there have been cases of fever and some non-bloody nausea. He was diagnosed with ulcerative colitis three years ago but is having trouble following his medication regimen. Its temperature is 38.8 ° C (100.9 ° F), pulse 112 / min, and regular, blood pressure 90/50 mmHg mercury. Abdominal examination shows abdominal swelling with no guarding or rebound; bowel sounds are hypoactive. The hemoglobin concentration is 10.1 grams per deciliter, the leukocyte count is 15,000 / cubic millimeter, and the erythrocyte sedimentation rate is 50 mm per hour. Fluid resuscitation has been initiated. In addition to complete bowel rest, which of the following is the best next step in the management of this patient?
A. exploratory laparotomy
B. Topical sulfasalazine and oral prednisolone
C. Chest X-ray
D. City angiography
E. CT scan of the chest with contrast
F. Intravenous metronidazole and rectal vancomycin
G. Double-contrast barium enema
H. Colonoscopy",1.59,9,0,1.044
US-00238,gpt-oss:120b,"A 9-year-old girl has been brought to the doctor by her mother because she has 3 days of swelling in her face and legs, dark urine, and rashes on her hands and feet. The mother reported that her daughter had been experiencing mild fever, shortness of breath, and dry cough for the past 8 days. He has general weakness and pain in his right knee and ankle. There is a ventricular septum defect diagnosed at birth. The patient appears to be lethargic. His temperature is 38.4 (101.1 ° F), pulse is 130 per minute, respiration is 34 per minute, and blood pressure is 110/60 mmHg. Examination revealed small, non-flanking purple spots on his palate, bottom, and under his fingernails. The legs and feet are swollen. Fundascopic examination shows retinal hemorrhage. Holocystolic and early diastolic murmurs are heard. The results of the laboratory: Hemoglobin 11.3 grams per deciliter ESR 61 mm / hr Leukocyte count of 15,000 cubic millimeters Platelet count 326,000 cubic millimeters in the urine Blood 4 + Glucose negative Protein 1 + Ketones are negative. Transthoracic echocardiography shows a small outlet ventricular septum defect and mild right ventricular enlargement. There are no wall movement abnormalities, valve heart disease, or heart pump function deficits. Blood cultures show an increase in Streptoscopus pyogenes. Which of the following is the most likely diagnosis?
A. Pneumonia
B. Infective endocarditis
C. Rheumatic fever
D. Hand-foot-and-mouth disease
E. Acute lymphoblastic leukemia
F. Systemic lupus erythematosus
G. Myocarditis
H. Kawasaki disease",2.74,24,0,1.029
US-00239,gpt-oss:120b,"A 53-year-old male came to the emergency department with severe left knee pain for the past 8 hours. He describes it as a denial, irritating pain that woke him up. Since then, he has been unable to walk. There is no history of knee injury. 10 months ago, he had an episode of severe pain and swelling in his right big toe which subsided after treatment with indomethacin. He has high blood pressure, type 2 diabetes mellitus, psoriasis, and hyperlipidemia. Current medications include topical betamethasone, metformin, glipizide, losartan, and simvastatin. Two weeks ago, hydrochlorothiazide was added to improve blood pressure control. He drinks 1 to 2 beers every day. He is 170 cm (5 ft 7 in) tall and weighs 110 kg (242 lb); his BMI is 38.1 kg / m2. Its temperature is 38.4 ° C (101.1 ° F). Examination shows multiple scaly plaques across the palms and soles of the feet. The left knee is red, swollen, and painful to the touch; range of motion is limited by pain. Which of the following is the best next management step?
A. Oral indomethacin
B. Serum uric acid levels
C. Arthrocentesis
D. Oral colchicine
E. intravenous ceftriaxone
F. Intra-arthrial triamcinolone
G. Oral methotrexate
H. X-ray of the knee",1.45,14,0,0.989
US-00240,gpt-oss:120b,"A 79-year-old woman came to the doctor to evaluate the patient's two-month history of aproductive cough and fatigue. During this time, he has lost 4.5-কেজি (10-lb) and is experiencing increased shortness of breath with little physical exertion. He has congestive heart failure and high blood pressure. Three months ago she went to a family wedding in India for 3 weeks. He worked as a seamstress for 50 years in a textile factory. He smoked a pack of cigarettes every day for 47 years. His current medications include enalapril, digoxin, isosorbide, spironolactone, and metoprolol. He looks thin. He has a temperature of 37.0 ° C (98.6 ° F), a pulse of 90 / min, a respiratory rate of 25 / min, and a blood pressure 110/70 mmHg. Pulse oximetry in room air shows an oxygen saturation of 94%. At the base of the right lung, there is a decrease in silence and breathing noise in the percussion. The rest of the test does not show any abnormalities. Laboratory results show a glucose level of 90 mg / dl, serum lactate dehydrogenase of 227 units / l, and serum protein of 6.3 g / dl. Chest X-rays show nodular pleural lesions and moderate pleural effusion on the right side. Thoracentesis yielded 250 milliliters of turbid fluid. Analysis of pleural fluid aspirate shows: Erythrocyte count 1 / cubic milliliter Leukocyte count of 4,000 / cubic milliliter Glucose 59 mg / dl Lactate dehydrogenase 248 units / litre Protein 3.8 grams / deciliter Which of the following is the most likely underlying cause of the effusion in this patient?
A. Bronchial adenocarcinoma
B. Mesothelioma
C. Nephrotic syndrome
D. tuberculosis
E. Congestive heart failure",1.93,22,0,1.049
US-00241,gpt-oss:120b,"A 38-year-old male patient has been coming to the doctor for 4 days to have a white lotion on his face. She experienced severe pain while chewing food. He was diagnosed with non-Hodgkin lymphoma about 8 months ago. He is currently undergoing chemotherapy and is in his fourth cycle. He had been treated with acyclovir for herpes labialis 4 months earlier. He smokes a half-pack of cigarettes daily, a habit he has maintained for 15 years. The patient is recovering well. Life expectancy is within normal limits. An enlargement of the cervical and axillary lymph nodes is present. Facial examination revealed white plaques on his tongue and buccal mucosa that bled when scraped. There are no abnormalities in the rest of the test. Which of the following would be the next best step in management?
A. Intravenous fluconazole
B. The Culture of Leshan
C. Local Nistatin
D. Biopsy of the lesion
E. Local corticosteroids",0.95,12,0,1.093
US-00242,gpt-oss:120b,"A previously healthy 6-year-old girl is brought to the doctor by her parents due to slow growth and exhaustion. Over the past year, he became the shortest in class by average height in his age group. He is having more trouble concentrating in class and is showing less interest in sports. There was no change in his appetite or eating habits. He is in the 10th percentile for height and the 90th percentile for weight. Biological signs are within normal limits. The anterior cervical examination involves touching a non-sensitive lump. Serum laboratory tests show a thyroid stimulating hormone level of 6.7 μU / mL. Which of the following will most likely show up in the next assessment?
A. ESR has increased.
B. Increased serum calcitonin
C. Lymphocytic infiltration in fine needle aspiration
D. Serum thyroid stimulating hormone receptor antibody positive
E. Psyamma Body Appearance at Fine Needle Aspiration
F. Increased uptake in a separate 1 cm nodule on the I-131 scan
G. Spindle cells, pleomorphic giant cells, and abnormal mitosis in fine needle aspiration
H. Low levels of iodine in the urine",1.19,9,0,0.988
US-00243,gpt-oss:120b,"A previously healthy 33-year-old woman is coming to the emergency department because she has been feeling her heart beat faster at times over the past 2 hours. Each episode lasts about 10 minutes. He has no chest pain. His mother died of a heart attack and his father underwent an angioplasty 3 years ago. He smoked a half-pack of cigarettes daily for the past 14 years. He drinks one to two beers daily. He looks worried. It has a temperature of 37.6 ° C (98.1 ° F), a pulse of 160 / min, and a blood pressure of 104/76 mmHg. The respiratory tract is clear according to audibulation. There are no murmurs, rubbing, or gallops on the cardiac exam. An ECG is shown. Which of the following is the best initial step in management?
A. Intravenous procainamide
B. Vagal Maneuver
C. Coronary angioplasty
D. Adenosine in the vein
E. Aspirin",1.14,12,0,1.041
