item_id,translator,back_en,seconds
US-00214,gpt-oss:120b,"A 24-year-old woman is visiting the doctor because her joint pain is slowly increasing. He had been experiencing widespread, excruciating pain in his knees, shoulders, and hands on both sides over the past few months, but the pain had become much more severe in recent weeks. He reported night sweats and general malaise. On physical examination, the radial and pedal pulses were found to be weak. There are red bumps (nodules) measuring 3 - 5 cm on the legs. The results of the laboratory: Hematocrit 33.2% Hemoglobin 10.7 g / dL White blood cell count 11,300 / mm3 Platelet count 615,000 / mm3 Erythrocyte sedimentation rate of 94 mm / h Serum C-reactive protein 40 mg / dL (N = 0.08-3.1) Which of the following is the most likely diagnosis?
A. Temporal arteritis
B. Polyarteritis nodosa
C. Microscopic polyangiitis
D. Thromboangiitis obliterans
E. Takayasu arteritis",1.75
US-00215,gpt-oss:120b,"A 53-year-old woman has been coming to the emergency department for 24 hours with weakness and abdominal pain. He has defecated three times during this period and the stool is dark in colour. Didn't vomit and no such thing has happened before. He underwent tubal ligation 15 years ago. He has chronic lower limb lymphedema, osteoarthritis, and type 2 diabetes mellitus. His father died of colon cancer at the age of 72. He is currently taking metformin, naproxen, and vitamin D3-rich calcium. A screening colonoscopy was done at age 50 which was normal. The patient appears white and sweaty. Temperature 36 ° C (96.8 ° F), pulse 110 / min, respiration 20 / min, and blood pressure 90/50 mm Hg. Pulse oximetry in room air shows an oxygen saturation of 98%. The abdomen is soft and non-inflammatory, with mild epigastric tenderness. Rectal examination reveals black stools (tarry stools). Fluid resuscitation by normal saline has been initiated by implantation of two large diameter IV lines. What would be the next best management among the following?
A. CT scan of the abdomen with contrast
B. Intravenous octreotide
C. Diagnostic laparoscopy
D. Colonoscopy
E. Flexible sigmoidoscopy
F. Oesophagogastroduodenoscopy",1.69
US-00216,gpt-oss:120b,"A 45-year-old male patient came to the doctor one day with increasing right eye pain and blurred vision. He has difficulty opening his eyes due to the pain. There are no symptoms in the left eye. He uses contact lenses. He has bronchial asthma, which is controlled with inhaled salbutamol. She works as a kindergarten teacher. Temperature 37 ° C (98.6 ° F), pulse 85 / min, and blood pressure 135/75 mm Hg. Tests showed visual acuity 20/25 in the left eye and finger counting from 3 feet away in the right eye. A photo of the right eye is shown. Which of the following is the most likely diagnosis?
A. Staphylococcus aureus keratitis
B. Posudomonas keratitis
C. corneal glaucoma
D. Herpes simplex keratitis
E. Epidemic keratoconjunctivitis
F. Herpes zoster keratitis
G. Vernal keratoconjunctivitis",1.16
US-00217,gpt-oss:120b,"A 31-year-old woman has been brought in to the doctor due to increasing restlessness over the past two weeks. He reports that he is constantly moving around the room and is unable to sit for more than 10 minutes at a time. During this time, he has had multiple episodes of anxiety, including chest tightness and shortness of breath. He was diagnosed with psychotic disorder two months ago. He is currently taking haloperidol and a multivitamin. He looks excited. The vital sign is within the normal range. No abnormalities were found on physical examination. During the exam, he interrupted the exam many times by wandering around the room, restless. To reduce the likelihood that the patient will develop current symptoms, he or she should have been prescribed a drug with which mechanism of action instead of the current drug?
A. H2 receptor antagonism
B. NMDA receptor antagonism
C. GABA receptor antagonism
D. 5-HT2A receptor antagonism
E. α2 receptor antagonism
F. D1 receptor antagonism",1.13
US-00218,gpt-oss:120b,"Look at the summary above and answer this question. An 8-year-old boy has been brought in by his mother to do well-child checks at the clinic for low-income residents. Although her elementary school offers free afterschool programming, she is not interested in attending. Both the maternal and paternal grandparents of the boy's mother suffer from Major Depressive Disorder. The mother wants to know about the benefits of the afterschool program and is asking the doctor for feedback. Based on the results of the study, which of the following statements best answers the mother's question? ""High-quality afterschool programming in early childhood improves long-term adolescent mental health. ""
A. High-quality afterschool programming has a greater effect on reducing ADHD risk in adults than does major depressive disorder risk.
B. It is not possible to draw conclusions from the study of the patient's family history of mental illness.
C. High-quality afterschool programming will reduce this patient's risk of developing attention deficit hyperactivity disorder (ADHD).
D. High-quality afterschool programming for low-income 8-year-olds may be associated with a reduced risk of bipolar disorder in adults.
E. High-quality afterschool programming will reduce this patient's risk of developing major depressive disorder.
F. High-quality afterschool programming for low-income children should be free of charge so that mental health is improved as they age.
G. High-quality afterschool programming has a greater effect on reducing the risk of psychotic disorders in adults than does bipolar disorder risk.
H. High-quality afterschool programming for low-income 8-year-olds may be associated with reduced ADHD risk in adults.",1.61
US-00219,gpt-oss:120b,"A 56-year-old woman was brought to the emergency department by her husband because she had been talking smoke in her throat for the past 30 minutes and had a mouth drop on her left side. During this time, he lost feeling in his left side of his face. Such an incident has never happened before. He has hypertension, hypercholesterolemia, and type 2 diabetes mellitus. His father died of lung cancer a week ago. The patient smoked a pack of cigarettes daily for 30 years and drank a glass of wine daily. Current medications include metformin, sitagliptin, enalapril, and atorvastatin. He is 168 cm (5 ft 6 in) tall and weighs 86 kg (190 lb); BMI is 30.5 kg / m2. He is aware of time, place, and person. Temperature 37 ° C (98.7 ° F), pulse 97 / min, blood pressure 140/90 mmHg. The test shows a facial drop on the left side. He is clear. Muscle strength is complete. The deep tendon reflex is 2 + on both sides. Finger-nose examination and movement are normal. Carotid bruises can be heard on the right side in cardiophus physis. Levels of CBC and serum creatinine, glucose, electrolyte are within the reference range. Left ventricular hypertrophy is seen on ECG. There are no abnormalities on a non-contrast CT scan of the brain. His symptoms went away on the way back from the CT scan. Which of the following is the most likely diagnosis?
A. Conversion disorder
B. Partial Caesar
C. Embolic stroke
D. Bell Palsy
E. transient ischemic attack
F. Multiple sclerosis",1.88
US-00220,gpt-oss:120b,"A previously healthy 19-year-old woman came to the doctor with vaginal discharge for three days. He described the discharge as yellow and mucopurulent, with a foul odor. She also noticed vaginal bleeding after the sexual act. He did not feel any itching or burning sensation. Her last period was two weeks ago. She actively has sex with a male partner and uses condoms infrequently. The rapid urine hCG test was negative. It has a temperature of 37.3 ° C (99.1 ° F), a pulse of 88 / min, and a blood pressure 108/62 mm Hg. A pelvic exam shows a cervical fribble. The speculum test is normal. No abnormalities were found in the wedge mount. Which of the following is the most appropriate diagnostic test?
A. Tzanck smear
B. Stein, the village of the cervical swab
C. Colposcopy
D. Pap smear
E. Nucleic acid amplification test",1.18
US-00221,gpt-oss:120b,"Which of the following vaccinations is most appropriate at this time?
A. Influenza and Hepatitis B
B. Tdap and influenza
C. TDAP and MMR
D. Varicella and Tdap
E. Haemophilus influenza B and HPV
F. TDAP and HPV
G. Varicella and influenza
H. Hepatitis B and MMR
I. MMR, Haemophilus influenza B, and Varicella
J. Influenza only
K. Varicella and Hepatitis B
L. Haemophilus influenzae b and influenza",0.8
US-00222,gpt-oss:120b,"A trauma is called a ""huddle."" Morphine has been prescribed for pain. Low flow oxygen has been started. A traumatic diaphragm rupture is suspected. A 0.9% saline infusion has been started. Which of the following is the most appropriate next step in management?
A. The barium study
B. Chest fluoroscopy
C. CT scan of the chest, abdomen, and pelvis
D. ICU admission and observation
E. Emergency surgery
F. Video-assisted thoracoscopic surgery (VATS)
G. MRI of the chest and abdomen",0.81
US-00223,gpt-oss:120b,"A 16-year-old girl has been brought to a doctor for a recurrence of shortness of breath, a non-reproductive cough and a tight feeling in the chest. These symptoms occur especially when playing sports and subside automatically with rest. The patient appears to be in good health. His pulse is 63 / min, breathing 15 / min, blood pressure 102/70 mmHg. Pulse oximetry in indoor air shows an oxygen saturation of 98%. No abnormalities were found on physical examination. Chest X-rays and spirometry show no discrepancy (FEV\ 1: FVC ratio 85%, 85% of FEV1 predicted). What would be the best next management among the following?
A. CT scan of the chest
B. Albuterol before exercise
C. Prednisone therapy
D. Physical training
E. Genetic testing
F. Echocardiography",1.25
US-00224,gpt-oss:120b,"A 28-year-old woman came to the doctor with a history of bright red blood in her stool for three days. He defecates once a day. No temperature, pain during stool, or abdominal pain. About 3 months ago, he underwent treatment for a urinary tract infection with levofloxacin. Her menstrual cycle is regular every 28-30 day and lasts 3 - 4 days. His father died of colon cancer four years ago. He only took an iron supplement. He is 162 cm (5 ft 4 in) tall and weighs 101.2 kg (223 lb); BMI is 38.30 kg / m2. Its temperature is 36.5 ° C (97.7 ° F), pulse 89 / min, blood pressure 130/80 mmHg. Anal skin tags are seen on rectal examination. Anoscopy shows multiple large blue veins at the 7 and 11 o'clock positions above the dentate line. When asked to exhale through a closed nostril, a lump comes out but shrinks on its own during normal breathing. Which of the following is the best next management step?
A. Injection sclerotherapy
B. Rubber band ligation
C. Ducoset therapy
D. Topical diltiazem
E. Propranolol therapy
F. Infrared coagulation
G. Hemorrhoidectomy",1.69
US-00225,gpt-oss:120b,"A 25-year-old male came to the doctor with diarrhea, flatulence, nausea, and vomiting for three days. She describes her stool as soft, foamy, and oily. He denied that blood was seen in the stool. The patient went on a hiking trip last week and drank the spring's clear drinking water. Three months ago, he was on a two-week vacation with his family in Brazil, where he had tried many traditional foods, and experienced watery diarrhea and abdominal cramps for three days. He has no history of serious illness and does not take any medication. The patient appears dry. Temperature 37 ° C (98.6 ° F), blood pressure 100/60 mm Hg, pulse 80 / min, respiration 12 / min. The test shows dry mucous membranes and a broad abdominal sensitivity. Cysts have been found in fecal microscopy. What would be the best next management among the following?
A. ciprofloxacin therapy
B. octreotide therapy
C. Metronidazole therapy
D. Trimethoprim-sulfamethoxazole therapy
E. Vancomycin therapy
F. Assisted therapy only",1.92
US-00226,gpt-oss:120b,"A 65-year-old male has been brought to the emergency department for a week with increasing respiratory distress. These symptoms appear when he climbs the stairs to the third-floor apartment and goes to bed. He has gained 2.3 kg (5 lb) in the last 5 days. He has a history of hypertension, hyperlipidemia, alcoholic steatosis, and osteoarthritis. He underwent surgical repair of a ventricular septal defect when he was 4 months old. A week ago, he started taking ibuprofen for his osteoarthritis and simvastatin for hyperlipidemia. After work, he drinks 2 to 3 beers a day. Its temperature is 37.0 ° C (98.6 ° F), pulse 114 / min, blood pressure 130/90 mmHg. Physical examination revealed jugular venous distension and 2 + pitting edema in the lower leg. An additional, late-diastolic heart sound can be heard when listening to the heart. Bilateral crackles can be heard at the base of the lungs. Echocardiography showed concentric hypertrophy of the left ventricle. Which of the following is the most likely underlying cause of this patient's condition?
A. Alcoholic Cardiomyopathy
B. Pericardial effusion
C. Recent use of simvastatin
D. Arterial hypertension
E. Inversion of the flow of the ventricular shunt",1.27
US-00227,gpt-oss:120b,"A baby girl weighing 3400 grams (7 lb 8 oz) has been born to a 28-year-old first pregnant woman in full gestation. Apga's scores were 7 and 8 at 1 and 5 minutes, respectively. Vital signs are within normal limits. Tests showed swelling of both upper and lower limbs, low-set ears, low back hairline, and a broad chest. There are folds of skin from the neck to the shoulders. At the top, grade 2 / 6 systolic ejection murmurs and systolic clicks can be heard. Which of the following is the most likely cause of the patient's swelling?
A. Storage of sodium in the kidneys
B. Dysfunction of the lymphatic system
C. Disruption of protein synthesis
D. Protein damage in the urine
E. Impairment of left ventricular function
F. Increased capillary permeability",1.12
US-00228,gpt-oss:120b,"A 63-year-old woman was called to the emergency department an hour after the right side began to weaken. She was having breakfast, suddenly couldn't lift the spoon and called her husband, but his words stuck in her throat. For the past 4 months, he has been feeling more anxious and tired than usual. Previously used to be a regular exercise, but had to stop three months ago due to light dizziness and shortness of breath from physical exertion. He has a history of blood pressure. He is a tax accountant and has recently been under increasing pressure at work. He took daily lisinopril and, if necessary, alprazolam. Temperature 37.2 ° C (99.0 ° F), pulse 138 / min, respiration 14 / min, blood pressure 146/86 mm Hg. The lungs on both sides are clear and the severity of S1 is variable. The nerve test shows flexion in the right face and 2 / 5 strength in the right shoulder, elbow, wrist and finger. The sensation in the right face and arm is reduced. Further evaluation will show which of the following to be the most likely?
A. Irregular - irregular rhythm without P-wave on ECG
B. Lumber punctures yield yellow CSF.
C. Enhancing periventricular lesions are seen on brain MRI.
D. Left carotid stenosis on duplex ultrasound
E. Crescent-shaped hyperdense lesion in Head City
F. Ring-enhancing lesions on brain MRI
G. Intraparenchymal hyperdensity in the head city
H. Biconvex Hyperdense Lessons at Head City
I. The EEG shows spikes and sharp waves in the temporal region.",1.45
US-00229,gpt-oss:120b,"Ten days after the car accident, a 28-year-old male developed yellow skin. He initially underwent an emergency laparotomy for the injury, which found internal bleeding from a blow to the spleen. He had to undergo rapid transfusion of a total of 7 units of packed red blood cells. He was fine after the procedure, but this morning the skin and sclera started to turn yellow. He has no fever. Have not had any previous surgery and do not take any other medications. Sexually active with a female partner. Before the accident, he was drinking 4 beers a day. Its vital indicators are within normal limits. Abdominal examination is limited by pain, no lump was found. There is no redness, purulence, or drainage in the median sclera. The wound is healing on the left upper side of the face and there are bluish spots on the front of the abdomen. CT scans show a gradual decrease in blood clotting in the peritoneal cavity. The results of the lab: Hemoglobin 9. 7 g / dL, hematocrit 30%, leukocyte count 7,000 / mm3, platelet count 135,000 / mm3. Serum total bilirubin 3. 9 mg / dL, indirect bilirubin 3. 7 mg / dL, direct bilirubin 0. 2 mg / dL, AST 60 U / L, ALT 92 U / L. Which of the following is the most likely cause of piles in this patient?
A. Biliary tract obstruction
B. Hepatocellular injury
C. Excess production of bilirubin
D. Intrahepatic cholestasis
E. Disruption of the addition of bilirubin
F. Decreased hepatic uptake of non-coupled (indirect) bilirubin",2.67
US-00230,gpt-oss:120b,"A 14-year-old girl was brought to the doctor with a one-week history of fever, fatigue, and chest pain. He describes the pain as 6 out of 10 in severity, and it becomes more severe with deep breathing. The pain is centrally located in the chest and does not spread elsewhere. Three weeks ago, she had a sore throat that went away without any treatment. He has no personal history of any serious illness. He looks sick. The temperature is 38.7 ° C (101.7 ° F). Examination reveals several subcutaneous nodules on both sides of the elbow and wrist. The sound of breathing is normal. A mild primary systolic murmur is heard in the left lateral position at the apex. Abdominal examination is not uncommon. The results of the lab: Hemoglobin 12.6 g / dL White blood cell count 12,300 / mm3 Platelet count 230,000 / mm3 Erythrocyte sedimentation rate of 40 mm / h Serum antistreptolycin and titer 327 u / ml (N < 200 u / ml) He was treated with aspirin and penicillin and his symptoms resolved. After 14 days, echocardiography of the heart shows no abnormalities. Which of the following is the most appropriate next management step?
A. Intramuscular benzathine penicillin once every 4 weeks, for a total of up to 10 years
B. Low-dose prednisone therapy for one month
C. Taking oral penicillin V before dentistry
D. Intramuscular benzathine penicillin every 4 weeks up to age 40
E. Intramuscular benzathine penicillin every 4 weeks up to age 21
F. Intramuscular benzathine penicillin once every 4 weeks, for up to 5 years in total",2.13
US-00231,gpt-oss:120b,"An 80-year-old male was brought to the emergency department from the nursing home because he had been developing a cough, fever, and shortness of breath for the past two days. He is suffering from type 2 diabetes mellitus, hypertension and dementia. He is currently receiving insulin, enalapril, and donepezil. He has shortness of breath on arrival and is disoriented about time, place, and person. Its temperature is 38.1 ° C (100.6 ° F), pulse 113 / min, respiration 35 / min, blood pressure 78/60 mm Hg. Pulse oximetry in room air shows an oxygen saturation of 77%. Widespread crackling can be seen throughout the right lung area when listening. S4 was found by examination of the heart. Intravenous fluid resuscitation is initiated. He was intubated, put on mechanical ventilation and shifted to the ICU. Chest X-rays show enlarged right upper and middle lobe infiltrates and cardiac silhouette. Norepinephrine infusions are started. The patient is given intravenous cefotaxime and levofloxacin. Despite appropriate therapy, he died the next day. Which of the following is likely to be seen in this patient's sputum (sputum) gram stain test?
A. Gram-negative coccobacilli
B. Nothing found
C. Gram-positive cocci in the group
D. Gram-positive diplo-CoA
E. Gram-negative rods
F. Gram-positive branched bacteria",1.67
US-00232,gpt-oss:120b,"A 72-year-old man has been brought to the doctor by his wife, who has been showing amnesia, confusion and mood swings for the past 4 months. His symptoms begin with forgetting things like wallets and keys at home. Two months ago, he was unable to manage his finances because it had become too difficult for him. Last week, he lost his way on his way home from the grocery store. His wife reported that he was ""not showing any emotion"" and that he was not showing any concern about the recent symptoms. He has hypertension, type 2 diabetes mellitus, and coronary artery disease. Current medications include aspirin, metoprolol, lisinopril, metformin, and rosuvastatin. His pulse is 56 / min and blood pressure 158/76 mm Hg. Nerve tests show a loss of sensation and unsteady motion in the right leg. When he is asked to stand with his eyes closed, palms facing upwards, his right arm turns inwards. An MRI of the brain shows multiple deep white matter lesions. Which of the following is the most likely diagnosis?
A. Vascular dementia
B. frontotemporal dementia
C. Alzheimer's disease
D. Major depressive disorder
E. Lewy body dementia
F. Hypothyroidism
G. Vitamin B12 deficiency",1.58
US-00233,gpt-oss:120b,"One day after having a left carotid endarterectomy, a 63-year-old man developed a severe headache. He described it as 9 out of 10 in intensity. He has nausea. He had 80 percent stenosis in the left carotid artery and was given heparin before surgery. He experienced two transient ischemic attacks (TIAs) two months and four months ago. He has hypertension, type 2 diabetes mellitus, and hypercholesterolemia. He smoked a pack of cigarettes every day for 40 years. On weekends, he drinks 1 or 2 beers. Current medications include lisinopril, metformin, sitagliptin, and aspirin. Its temperature is 37.3 ° C (99.1 ° F), pulse 111 / min, blood pressure 180/110 mm Hg. He is confused and only knows the person's name. Experiments have shown that pupils respond slowly to light. The muscles of the face on the right side hang down. Muscle strength in the right upper and lower limbs is reduced. Deep tendon reflex 3 + on the right side. There is no redness or discharge from the surgical incision on the left neck. Heart tests are normal. Complete blood counts and serum creatinine, electrolyte, and glucose levels are within the reference range. CT scan of the head is shown. Which of the following would be considered the strongest predisposing factor for the condition in this patient?
A. The degree of carotid stenosis
B. Aspirin therapy
C. Parioperative heparin
D. High blood pressure
E. Smoking",2.23
US-00234,gpt-oss:120b,"A 65-year-old male came to the emergency department due to a change in mental status for a day. He has been experiencing headaches, severe nausea, vomiting, and diarrhea for the past two days. He has a history of hypertension, insomnia, and bipolar disorder. He took lisinopril, fluoxetine, atorvastatin, lithium, olanzapine, and alprazolam. Its temperature is 37.2 ° C (99 ° F), pulse 90 / min, respiration 22 / min, blood pressure 102/68 mm Hg. He is in a drowsy and confused state. Its mucous membrane is dry. Neurological examination reveals dysarthria, loss of muscle strength throughout the body, and tremors in the groin of both hands. The rest of the tests show no abnormalities. In addition to intravenous fluid and electrolyte supplementation, what would be the next best management among the following?
A. bowel wash
B. Oral cyproheptadine
C. Hemodialysis
D. Intravenous diazepam
E. Intravenous dantrolene",1.16
US-00235,gpt-oss:120b,"A 62-year-old male came to the doctor for evaluation with low back pain and tingling and numbness in his legs for the past six months. The pain extends to the hips and legs on both sides and increases when standing or walking up a slope. Two weeks ago, he recovered from an upper respiratory tract infection that healed automatically. He has high blood pressure and hypercholesterolemia. Her son suffers from ankylosing spondylitis. The patient does not smoke. He drinks 2-3 beers on the weekends. Current medications include enalapril and atorvastatin. He is 180 cm (5 ft 11 in) tall and weighs 90 kg (198 lb); his BMI is 27.8 kg / m2. It has a temperature of 37 ° C (98.6 ° F), a pulse of 70 / min, and a blood pressure 135/85 mm Hg. There is no tenderness on the lumbar spine. Sensitivity to pinpricks and light touch is reduced in the lower limbs. The patient's motion is unsteady and broad-based. Muscle strength is normal. The deep tendon reflex is 1 + on both sides. The Babinski sign is missing on both sides. Further evaluation will reveal which is the most likely?
A. HLA-B27 positive
B. An increase in hemoglobin A1c
C. Positive result in Straight Leg Rage Test
D. Albuminocytologic isolation in CSF analysis
E. The pain is reduced by leaning forward
F. Ankle-brachial index decreased",1.65
US-00236,gpt-oss:120b,"A 45-year-old woman came to the emergency department with right upper abdominal pain and vomiting, which had been increasing slowly since eating the large meal, about 8 hours earlier. He has experienced similar pain sporadically in the past, but never for so long. He has a history of high blood pressure and type 2 diabetes. He doesn't smoke or drink. He is currently receiving metformin and enalapril. Its temperature is 38.5 ° C (101.3 ° F), pulse 90 / min, blood pressure 130/80 mm Hg. The stomach is soft, the bowel sounds normal. The patient suddenly stops breathing when touching the right upper quadrant. Laboratory results show a white blood cell count of 13,000 / mm3. Levels of serum alkaline phosphatase, total bilirubin, amylase, and aspartate transaminase are within normal limits. Which imaging is most likely to show the following results?
A. Enlargement of the large bile duct (common bile duct) and enlargement of the endocrine bile duct
B. Increased pancreatic size and peripancreatic fluid storage
C. Presence of gas in the gallbladder wall
D. Fistula formation in the gallbladder and intestines
E. Gallstones in the cystic duct
F. Decreased liver echogenicity",1.69
US-00237,gpt-oss:120b,"A 36-year-old male came to the emergency department for a four-week evaluation for recurrent bloody diarrhea. During this period, he experienced occasional abdominal pain. Her symptoms have worsened over the past two days and there have been cases of fever and some non-bloody vomiting. He was diagnosed with ulcerative colitis three years ago, but he has trouble adhering to medication regimens. It has a temperature of 38.8 ° C (100.9 ° F), a pulse of 112 / min, and a regular, 90/50 mm Hg blood pressure. Abdominal examination shows a hollow stomach, no guarding or rebound; bowel sounds are hypoactive. The hemoglobin concentration is 10.1 g / dL, the leukocyte count is 15,000 / mm3, and the erythrocyte sedimentation rate is 50 mm / h. Fluid resuscitation has been initiated. In addition to complete bowel rest, which of the following is the best next step in the management of this patient?
A. exploratory laparotomy
B. Topical sulfasalazine and oral prednisolone
C. X-ray of the Abdomen
D. City angiography
E. Abdominal CT scan with contrast
F. Intervenous metronidazole and rectal vancomycin
G. Double-contrast barium enema
H. Colonoscopy",1.52
US-00238,gpt-oss:120b,"A 9-year-old girl has been brought to the doctor by her mother because she has developed swelling of the face and legs, dark urine, and a rash on her limbs in the last 3 days. The mother reported that her daughter had a low-grade fever, shortness of breath, and a dry cough for the past 8 days. He is experiencing general weakness and pain in his right knee and ankle. A ventricular septum defect (VSD) was diagnosed at birth. The patient appears to be lethargic. Its temperature is 38.4 ° C (101.1 ° F), pulse 130 / min, respiration 34 / min, and blood pressure 110/60 mm Hg. Examination reveals small, pale purple spots on the palms of the hands, soles of the feet, and under the fingernails. There is swelling of the eyelids and legs. Fundascopic examination showed retinal hemorrhage. Whole systolic and early diastolic murmurs are heard. The results of the lab: Hemoglobin 11.3 g / dL ESR 61 mm / h White blood cell count 15,000 / mm3 Platelet count 326,000 / mm3 Urine: Blood 4 + Glucose negative Protein 1 + Ketone negative Transthoracic echocardiography shows a small outlet ventricular septum defect and mild right ventricular enlargement. There are no wall movement abnormalities, valve diseases, or deficits in heart pump function. Streptococcus pyogenes has been grown from blood cultures. Which of the following is the most likely diagnosis?
A. Pneumonia
B. Infectious endocarditis
C. Rheumatic fever
D. Hand-foot-and-mouth disease
E. Acute lymphoblastic leukemia
F. Systemic lupus erythematosus
G. Myocarditis
H. Kawasaki disease",2.29
US-00239,gpt-oss:120b,"A 53-year-old male came to the emergency department with severe left knee pain for the past 8 hours. He describes it as a denial, irritating pain that has awakened him from sleep. He has not been able to walk since. There were no injuries to the legs. Ten months ago, he had an episode of severe pain and swelling in his right big toe that subsided after treatment with indomethacin. He is a patient of hypertension, type 2 diabetes mellitus, psoriasis, and hyperlipidemia. Current medications include topical betamethasone, metformin, glipizide, losartan, and simvastatin. Hydrochlorothiazide was added two weeks ago to control blood pressure. He drinks 1 to 2 beers a day. He is 170 cm (5 ft 7 in) tall and weighs 110 kg (242 lb); BMI is 38.1 kg / m2. Its temperature is 38.4 ° C (101.1 ° F). Tests showed multiple scaly plaques on the soles of his palms and feet. The left knee is red, swollen, and painful to the touch; range of motion is limited by pain. Which of the following is the best next management step?
A. Oral indomethacin
B. serum uric acid level test
C. Arthrocentesis
D. Oral colchicine
E. Intravenous ceftriaxone
F. Intra-arthritic triamcinolone
G. Oral methotrexate
H. X-ray of the knee",1.4
US-00240,gpt-oss:120b,"Which of the following is the most likely underlying cause of pleural effusion in this patient?
A. Bronchial adenocarcinoma
B. Mesothelioma
C. Nephrotic syndrome
D. Tuberculosis (TB)
E. Congestive heart failure (heart failure)",0.91
US-00241,gpt-oss:120b,"A 38-year-old male patient has been coming to the doctor for 4 days for white spots on the face. She is experiencing severe pain while chewing food. He was diagnosed with non-Hodgkin lymphoma about 8 months ago and is currently undergoing a fourth cycle of chemotherapy. He was treated with acyclovir for herpes labialis 4 months ago. He smoked half a pack of cigarettes a day for the past 15 years. The patient's physical condition appears normal; vital signs are within normal limits. There is swelling in the cervical and axillary lymph nodes. Facial examination shows white plaque on the tongue and buccal mucosa, which bleeds when scraped. The rest of the tests found no abnormalities. Which of the following would be the next best management?
A. Intravenous fluconazole
B. Taking culture from the wound
C. Topical nystatin
D. Biopsy of a lesion
E. Topical corticosteroids",1.43
US-00242,gpt-oss:120b,"A previously healthy 6-year-old girl has been brought to the doctor by her parents with slow growth and fatigue. Over the past year, she has become the smallest in class by average height in her age group. He is having more trouble concentrating in class and is less interested in the game. There was no change in his appetite or eating habits. His height is in the 10th percentile and weight is in the 90th percentile. Vital signs are within normal limits. Anterior cervical examination shows a nontender mass. Serum lab tests showed a thyroid-stimulating hormone (TSH) level of 6.7 μU / mL. Which is the most likely to be found in a further assessment?
A. The rate of erythrocyte sedimentation has increased
B. Elevated serum calcitonin levels
C. Lymphocytic entry in fine needle aspiration
D. Thyroid-stimulating hormone receptor antibody positive in serum
E. Pamoma Body Appearance in Fine Needle Aspiration
F. Increased uptake on an I-131 scan in a separate 1 cm knot
G. Fine needle aspiration involves spindle cells, pleomorphic giant cells, and abnormal mitosis.
H. Low levels of iodine in the urine",1.68
US-00243,gpt-oss:120b,"A previously healthy 33-year-old woman comes to the emergency department because she has been experiencing occasional rapid heartbeats for the past 2 hours. Each episode lasts about 10 minutes. He has no chest pain. His mother died of a heart attack, and his father had an angioplasty three years earlier. He smoked a half-pack of cigarettes a day for 14 years. He drinks one to two beers every day. He looks worried. He has a temperature of 37.6 ° C (98.1 ° F), a pulse of 160 / min, and a blood pressure 104/76 mm Hg. Respiratory sounds are normal. The heart exam shows no murmur, rubbing, or gallop. An ECG is displayed. Which of the following is the best initial management step?
A. Intravenous procainamide
B. Vagal Technique
C. Coronary angioplasty
D. Intravenous adenosine
E. Aspirin",1.17
US-00244,gpt-oss:120b,"A 46-year-old male has been brought to the emergency department for evaluation of an altered mental state. She was found on the floor in front of her apartment. He is sleepy but responds when awakened. He has a pulse of 64 / min, respiratory rate of 15 / min, and blood pressure 120/75 mm Hg. On physical examination, an alcoholic odor and blurred speech can be observed. Neurological examinations show decreased deep tendon reflexes on both sides and unsteady walking. His pupillage is normal. Blood alcohol concentration 0.04%. There are no abnormalities on the ECG. Which of the following is the most likely cause of this patient's symptoms?
A. Hypoglycemia
B. Ischemia of the brain
C. Ethanol poisoning
D. Opioid poisoning
E. Cannabis poisoning
F. Benzodiazepine poisoning",0.97
US-00245,gpt-oss:120b,"A 25-year-old woman came to the doctor for a routine checkup. He is a leisure runner and has been training for marathons for the past 3 months. Yesterday, he ran 17km (10.5 miles). Her menstrual cycle is regular, occurring once every 28 days and lasting for 6 days. When out with friends, he drinks three to five beers. He follows a vegetarian (vegan) diet. The appearance of the patient is normal. Temperature 36.6 ° C (98.0 ° F), blood pressure 110/72 mm Hg, pulse 70 / min, and respiratory rate 14 / min. No abnormalities are seen on physical examination. The results of the laboratory: Hemoglobin 9.8 g / dL Mean Cell Volume (MCV) 91 fL Lactate dehydrogenase 400 U / L Platelet count of 250,000 / mm3 Reticulocyte count 3% Haptoglobin 23 mg / dL (normal = 41-165 mg / dL) Serum iron 90 μg / dL Ferritin 170 ng / mL Total iron binding capacity (TIBC) 220 μg / dL (normal = 251-406 μg / dL) Urinalysis shows trace blood but no red blood cells. Which of the following is the most likely cause of anemia in this patient?
A. Extravascular hemolysis
B. Vitamin B12 deficiency
C. Iron deficiency
D. Intravascular hemolysis
E. Disruption of heme synthesis
F. Follet deficiency
G. Destruction of myeloid stem cells",2.15
